ID_pacjenta,ImiÍ,Nazwisko,Nr_telefonu,MiejscowoúÊ,Ulica_i_numer_domu,Pesel
299159147,Artur,Aleksiejuk,431 754 826,£owicz,plac Rataja 06,57401659051
789594823,Alan,Amanowicz,515 732 223,Rumia,al. Pomorska 96,89122019716
769809012,Marcel,Szymocha,423 241 763,P≥ock,al. Mazowiecka 91/28,26719854724
571988610,Nela,Otremba,187 850 033,Radom,plac Staffa 024,11717908016
882891177,Ewelina,DÍbniak,628 426 029,Pabianice,aleja Plater 27,82192652054
909499615,Marika,Noszczyk,311 715 728,ToruÒ,ulica Irysowa 52/76,38406007661
409230680,Borys,Biesek,431 913 779,£aziska GÛrne,plac Kolejowa 461,98293110101
435349189,Klara,Tytko,456 115 511,Sieradz,aleja Che≥moÒskiego 245,44128563894
717527998,Kamila,Ziniewicz,741 727 417,Gniezno,aleja Szpitalna 75,93199425846
145962347,Adrianna,Minkiewicz,622 749 538,Pruszcz GdaÒski,aleja WyspiaÒskiego 28,27730953893
759273946,Leonard,Ko≥ak,576 163 662,Siedlce,al. Przemys≥owa 60,70538354020
920627464,Ida,Mazan,724 173 058,£Ûdü,ulica Ciasna 566,97541959820
909696888,Olaf,Furga,730 439 150,Stalowa Wola,al. Øwirki i Wigury 560,37728480203
443043170,Iwo,Babij,971 909 263,Leszno,al. Boles≥awa Chrobrego 77,45762369896
907718929,Robert,Herdzik,049 255 981,OstrÛw Mazowiecka,plac KiliÒskiego 239,43827459438
294737686,Oskar,Myrcik,601 775 578,Ko≥obrzeg,ul. Kalinowa 595,77869636224
719463989,Liwia,Bulczak,865 018 675,Czeladü,ul. Jab≥oniowa 003,89014935385
825994004,B≥aøej,ålipek,705 136 157,Pabianice,ulica Weso≥a 332,82422846750
347521864,Cezary,Wszo≥a,830 254 976,LÍbork,pl. Reymonta 14/13,57059313055
792032602,Krystyna,Kielich,550 978 333,Wo≥omin,plac Pomorska 14,95242447614
980754910,Leonard,Wiszowata,748 083 330,Katowice,ulica KrÛtka 81/32,42736366576
978687585,Fryderyk,Opio≥a,685 770 752,åwinoujúcie,pl. Szafirowa 09/47,82197912372
755749708,Ksawery,Bochnak,767 938 563,åwiÍtoch≥owice,aleja Strzelecka 35,45887532348
822837765,Krystian,Jakoniuk,301 803 930,OstrÛda,pl. Pogodna 38,76186895847
238643284,Tymoteusz,Baumgart,710 953 451,BÍdzin,al. KusociÒskiego 304,68032289100
921186842,Kazimierz,£uc,058 995 394,Stalowa Wola,aleja Zdrojowa 498,41807051962
505561406,Oskar,Kopij,597 460 821,Jaworzno,aleja Sk≥adowa 11/60,66952711746
624510070,Hubert,Grzelczyk,069 533 356,£ukÛw,ul. Jagodowa 32,45951655436
418914333,Kazimierz,Nazar,921 883 650,Pruszcz GdaÒski,pl. DÍbowa 22/21,16215546447
310082488,Monika,£Ûj,458 165 199,P≥ock,ulica Sadowa 99/79,12157342702
826005094,Mateusz,Pruchnik,109 945 780,Police,ul. Zaciszna 60/15,77943721386
844632848,Jakub,Brzπka≥a,660 035 737,Nysa,pl. Leúna 644,29694644567
691677235,Grzegorz,Pagacz,662 226 182,Cieszyn,al. Koúcielna 04/53,98003753670
234004855,Marika,Szela,609 822 803,O≥awa,al. KosynierÛw 550,40109778641
929267688,Kalina,£akota,912 322 186,RacibÛrz,plac Jaúminowa 888,66410298113
363668301,Oskar,Chalimoniuk,153 033 829,åwidnica,pl. årednia 05,50489081863
291838406,Urszula,Wiech,626 392 388,Sopot,plac Urocza 31,15047808501
821319841,Justyna,Szczud≥o,374 399 639,K≥odzko,ulica Rolnicza 17/96,35413152965
263129300,Klara,Butrym,799 509 465,Zgorzelec,ulica Jasna 984,45299487136
323179837,Nela,Wojtera,406 209 063,Bytom,plac Øurawia 390,96452874924
744915531,Melania,Duniec,244 594 280,ZambrÛw,ulica Piekarska 36/80,46234064557
519580492,Jerzy,WÛjt,704 733 753,ØyrardÛw,plac Krucza 25,69430873605
708709575,Olaf,Owsiak,744 495 372,Øory,aleja WaryÒskiego 72/93,79605014770
346505512,Borys,Kozar,310 472 136,ChorzÛw,al. Przechodnia 05,36607343381
589431687,Rados≥aw,Lemieszek,561 757 909,RacibÛrz,al. Weso≥a 40/83,38937932775
903043737,Sandra,Szpala,585 099 006,Marki,plac RÛzana 40/78,88761425657
704858836,Maks,Rajman,187 065 699,Wπgrowiec,ul. Borowa 832,35156225861
841489642,Kalina,Rychert,209 592 904,Sandomierz,al. Szarych SzeregÛw 46/37,57752023115
420876781,Liwia,Zwiπzek,625 555 340,Skierniewice,ul. ToruÒska 810,68255271761
805630226,Dariusz,Krakowczyk,504 287 880,Bia≥ystok,pl. JaskÛ≥cza 07/97,37314724929
305394421,Nataniel,Fabiszak,939 870 849,Bielsko-Bia≥a,al. Urocza 79,96339392545
711118916,Justyna,Wieja,716 122 825,Wrzeúnia,ulica Wrzosowa 00/97,33018060813
737971204,Tobiasz,Brzπka≥a,152 496 824,RacibÛrz,aleja Kochanowskiego 89/81,72967715529
413989522,Adrian,Bπbol,409 087 459,Grodzisk Mazowiecki,plac Krakowska 16/62,49018739979
487443568,Przemys≥aw,Tomaszczyk,215 921 607,Ko≥obrzeg,aleja Jasna 659,18604537196
160573807,Ida,Staciwa,722 069 778,Jelenia GÛra,ulica Swierkowa 65/55,66742659015
890187921,Ewa,Jasica,959 376 714,Dπbrowa GÛrnicza,al. Zacisze 80,13383040523
793229770,Juliusz,Rzeszutko,506 382 625,AugustÛw,ul. Jesionowa 95/36,36482149770
726018342,Liwia,Zach,535 848 981,Zakopane,ul. Strumykowa 65/12,73808138547
583284853,Maksymilian,Jandu≥a,045 881 115,Koúcian,pl. Topolowa 80/63,16485774292
129612221,Micha≥,Wajdzik,034 795 562,Wrzeúnia,ul. Dojazdowa 09,56110750301
304106963,Kornelia,Dyrek,851 986 421,åwiebodzice,ulica Brzechwy 88/81,62220990967
745491696,Ada,Wielgo,035 503 281,åwidnik,ulica Rolnicza 275,68186239821
428409164,Marcin,Chachaj,657 673 662,Koúcian,plac Kaliska 05,35014452338
142246328,Iwo,Wasπønik,514 281 653,DzierøoniÛw,pl. Wrzosowa 409,56603421271
107747329,Ewelina,Musiolik,706 783 483,åwiebodzice,al. Sokola 39/05,71796999214
239113230,Ignacy,Øo≥nierczyk,351 840 595,Tczew,plac èrÛdlana 87,41117989454
106993873,Maciej,Rolak,180 894 634,Skierniewice,plac Zapolskiej 703,79137661542
139523994,Anita,Borysewicz,042 829 541,Sopot,ulica Boczna 83,50255376025
390547923,Kalina,Miszkiewicz,752 083 131,Zgierz,pl. Broniewskiego 98/09,98810216061
482811642,Juliusz,Szatanik,175 828 752,Bielawa,plac PowstaÒcÛw Wielkopolskich 39,20766338670
616125854,Roksana,Rezler,097 552 344,O≥awa,aleja Jesienna 647,14212211561
727292757,Marcel,Gajdzik,078 089 836,åwidnica,plac Harcerska 029,35598561995
343219455,Tymon,Wawrzyczek,778 123 846,CiechanÛw,ulica Bydgoska 96/87,45667247107
325511386,Blanka,Ziegler,357 331 699,Wodzis≥aw ålπski,aleja KosynierÛw 52,47841501975
936040050,Oliwier,Niksa,363 491 257,Tarnowskie GÛry,aleja Mokra 57/75,43522849012
141616733,Maciej,Ziarnik,584 960 843,Rybnik,pl. Sikorskiego 51/59,69093351248
645958676,Jakub,Gajowiak,121 207 854,Wa≥cz,ul. Pocztowa 69/03,96398330846
296214064,Jerzy,Terka,973 962 589,Nysa,ulica Krokusowa 245,87326763427
930527877,Nicole,Sakwa,041 499 088,Kielce,pl. Poprzeczna 15,11436897288
189021195,Mieszko,Pachuta,007 650 234,Police,ulica Drzyma≥y 709,40092044896
880790279,Ada,PiÛrek,225 574 414,Szczecin,aleja KsiÍøycowa 69,76391274805
659222655,Apolonia,Jeka,418 654 421,Suwa≥ki,ul. Towarowa 17/13,68018979199
160451092,Ida,Gryciuk,763 845 140,Chojnice,ul. Podleúna 006,12637453540
503983602,Tola,Herok,831 876 641,Zgierz,plac Przechodnia 93/40,11033900205
205281927,Olaf,Gamrat,951 818 107,DÍbica,aleja Cyprysowa 561,57120901669
398595515,Liwia,Boduch,041 165 392,Czechowice-Dziedzice,pl. Ciasna 018,43847955406
613407085,Juliusz,Schubert,375 344 644,Bi≥goraj,al. Strzelecka 50,64005162076
339471725,Dorota,Dylik,581 002 293,Wroc≥aw,pl. Orla 414,46703204310
444623345,Cezary,Cybul,700 348 353,åwiecie,ulica Widok 914,24277620430
142906224,Nicole,Siedlaczek,686 358 588,Zgierz,ul. Ma≥a 466,34667267762
620220028,RÛøa,Szaj,474 396 631,Wπgrowiec,ul. Dzia≥kowa 527,80574061878
806301006,Alex,Kuropatwa,542 138 929,AugustÛw,ul. Mazurska 40/81,50417200365
271610031,Ewelina,Zbroszczyk,149 113 402,Suwa≥ki,ulica Reymonta 84/39,57646927735
460316505,Janina,KrÍøo≥ek,750 119 465,Warszawa,pl. B≥Íkitna 071,54686179656
238913816,Kornel,Katana,281 410 320,Wπgrowiec,plac TÍczowa 015,69078416856
375032227,Melania,Grygorcewicz,702 716 476,ZamoúÊ,plac Gajowa 09/49,57648941881
332478713,Pawe≥,Rudolf,660 943 276,K≥odzko,ul. Øabia 46,48274160808
925367289,Alex,Duchnik,503 563 920,Legionowo,ul. Koúcielna 88,51874935265
165007676,Adrianna,Surmiak,211 854 971,£omøa,ul. Okulickiego 60/25,92921108197
978763701,Mateusz,Kozieja,490 322 835,Wa≥brzych,plac WrÛblewskiego 10/28,52686942047
354324720,Dawid,£uszczak,086 175 328,S≥upsk,pl. Szpitalna 24,91194016840
339433418,Sebastian,Øywica,965 969 873,Gliwice,pl. Mazurska 83/37,30169011297
788006774,Gabriel,Downar,859 298 059,Zgierz,aleja Wieniawskiego 03/13,40931300076
411835566,Kornelia,Golda,155 169 175,Reda,plac DÍbowa 54,48934803385
936449302,Tymoteusz,Ambroøewicz,151 416 690,Kwidzyn,plac Diamentowa 39,80946300402
776378795,Jakub,Banyú,738 980 773,LÍbork,plac Olchowa 48/33,99166536918
669867674,Aurelia,Wizner,622 313 845,Nowy Sπcz,aleja Kolejowa 65,73402685685
537429761,Piotr,Miozga,375 740 408,Sochaczew,ul. Szymanowskiego 60,19355568475
507406740,Marianna,Kurpisz,287 015 875,Øary,al. Krakowska 98,40726516768
196141117,Kajetan,Paüdziora,198 224 816,Skawina,pl. Orkana 85/04,76281346254
915728816,Arkadiusz,Matraszek,745 255 548,Olsztyn,plac Dworska 130,15412970120
729890089,Juliusz,Honkisz,448 509 514,Zawiercie,aleja Zachodnia 20/64,80856074691
570883294,Julianna,Czury≥o,247 448 447,WyszkÛw,pl. Bociania 68/55,86244849327
196580726,Maurycy,Gabryel,844 955 115,ZambrÛw,al. Zdrojowa 918,79427584018
895984491,JÛzef,åwierkosz,120 577 998,Gorlice,aleja Jadwigi 393,88301638337
918321922,Angelika,Owsianka,654 058 528,Ko≥o,ul. Nadbrzeøna 693,60762457545
511134442,Dariusz,Ziarno,108 643 769,Szczytno,ul. Bukowa 81/28,64769918796
208521327,Jeremi,Suszka,224 405 838,Lubin,plac Mieszka I 30,63880585831
678463010,Sylwia,Øo≥na,903 272 266,Suwa≥ki,ulica Sarnia 92/99,35570693076
276098823,Lidia,Kurp,044 672 076,Wo≥omin,aleja Owocowa 50,25561434346
630451341,Krzysztof,Gawliczek,668 730 812,Koúcierzyna,aleja Jaúminowa 789,35542423627
657944154,£ukasz,Seidel,206 861 959,KÍtrzyn,aleja Spokojna 94/65,50360743871
772019589,Antoni,Miπsko,858 444 828,Piaseczno,pl. Konwaliowa 04/98,93087714863
239475900,Igor,Misiejuk,964 376 930,Wa≥brzych,pl. JastrzÍbia 03,75420660720
674899138,JÛzef,Macheta,237 446 792,RzeszÛw,aleja B≥Íkitna 42,74210436754
993125338,RÛøa,Materek,649 621 071,RzeszÛw,al. Wilcza 15,96312851380
804524020,Fryderyk,Gubernat,771 408 043,Wa≥cz,pl. Bukowa 67/83,74659183675
344446141,£ukasz,Janoszka,517 520 099,JastrzÍbie-ZdrÛj,plac Torowa 66,81236847925
551179768,Maks,M≥ocek,484 838 227,Wa≥cz,plac KrÛlewska 337,40451096230
548145452,Nikodem,Soliwoda,583 411 426,O≥awa,pl. Poniatowskiego 765,31061564560
192886556,Liwia,Kuúmider,288 624 479,Grodzisk Mazowiecki,al. Miodowa 053,30896675355
988422332,Maksymilian,SzÛstak,799 684 954,I≥awa,plac G≥owackiego 116,20318221075
166693876,Jan,Kadela,666 995 946,Szczytno,ulica Szafirowa 71,62527205353
473102853,Emil,Szkatu≥a,724 071 356,Mielec,al. Topolowa 33,34824119551
321433845,Gabriel,Armatys,697 701 254,Skarøysko-Kamienna,pl. Przemys≥owa 33/73,38718734117
779985428,Agnieszka,Wawryniuk,951 106 820,Lubin,al. Øytnia 450,33246248263
610410543,Natan,Ciechowicz,398 022 382,ToruÒ,ul. Jeøynowa 59,83118648102
141848300,Ernest,Petrus,841 757 392,G≥ogÛw,ul. Zau≥ek 659,33772191615
857199790,Aniela,Sporysz,641 326 838,Starogard GdaÒski,ulica Kazimierza Wielkiego 15/42,42186757689
852329700,Melania,Murat,280 444 805,Warszawa,plac Tartaczna 256,59920752747
143761191,Nicole,Koülak,611 333 044,Pi≥a,aleja Bociania 26/68,11169001800
290576326,Piotr,Korgul,910 008 993,Bydgoszcz,aleja Wypoczynkowa 27/95,56369931605
853750306,Sylwia,Uliczka,563 849 083,W≥oc≥awek,ul. S≥owianska 00/38,75858356547
373123720,Igor,Miko≥ajewicz,598 090 017,Jaworzno,ulica Czereúniowa 439,87494513548
663909006,Aleksander,Bar≥Ûg,160 740 337,Cieszyn,plac Lipca 194,23718435213
429815751,Maurycy,Sadowy,564 265 920,Øywiec,al. Topolowa 02/10,80261115821
970559796,Kamil,Klemens,751 137 186,Turek,ul. KiliÒskiego 39/00,20180096814
839338183,Tobiasz,ZiÍcik,384 100 023,Nowy Sπcz,ulica Sienkiewicza 098,65971416646
815645357,Mi≥osz,Piotrak,721 677 607,Grudziπdz,plac Willowa 541,15389699612
669570721,Karol,Grycz,931 756 974,ØyrardÛw,plac Morelowa 80,71048686294
153214099,Krystian,Picheta,067 699 996,Szczytno,aleja Opolska 06,24359682893
310643113,Blanka,Korbut,969 285 704,Bia≥ogard,pl. Letnia 905,63705340200
341344179,Stefan,Staciwa,833 615 983,GorzÛw Wielkopolski,aleja Letniskowa 175,97095129220
945629393,Sandra,Bawo≥,674 353 401,ToruÒ,pl. Pa≥acowa 36,20539091357
192195099,Artur,Zubowicz,899 624 443,Sochaczew,al. Wroc≥awska 62,91060177151
805883040,Maurycy,SzlÍk,328 386 305,Stalowa Wola,ulica Grunwaldzka 242,75710437690
128207895,Ewelina,Pacewicz,435 949 741,Pruszcz GdaÒski,ul. Prosta 66/86,47526418182
920773456,Adrian,StrzÍpek,968 764 829,årem,aleja Rycerska 47,85093481632
258690589,Albert,Kucharz,665 578 570,Ko≥o,al. Maja 915,12815537175
335976321,Olga,Zubowicz,324 785 733,KrakÛw,al. Ogrodowa 03,61042107863
933965403,Sonia,Ko≥aczek,515 298 675,Siemianowice ålπskie,ul. Radosna 086,75697221227
706646411,Aleksander,Gπbka,074 716 593,Skierniewice,plac S≥onecznikowa 278,97556134642
216327438,Aniela,KrÍpa,960 926 534,KÍtrzyn,al. Zacisze 75/77,96507186755
709369184,Lidia,Gosz,554 775 291,Lubliniec,al. Korfantego 39,63197325135
636428032,Maurycy,Kandziora,117 009 167,Jawor,ulica Jaúminowa 41,16714022375
111994665,Emil,Ziniewicz,793 427 593,£omøa,ulica M≥yÒska 91/44,95223121461
415219862,Ernest,Kar≥owicz,286 371 909,LÍbork,pl. Brzoskwiniowa 57/97,22912888280
198360267,Adrianna,Feret,140 431 321,Miko≥Ûw,aleja Pomorska 446,24819550262
521300296,Blanka,Pa≥gan,818 818 903,BÍdzin,al. Olchowa 288,20648587923
398290565,Maksymilian,Kosznik,025 785 622,Sanok,pl. Øurawia 346,43902147283
640811945,Jan,Saternus,972 640 762,åwidnica,plac JaskÛ≥cza 12,38704961381
611290876,Norbert,Gustaw,232 054 292,Kraúnik,aleja Graniczna 434,47325524133
832397441,Micha≥,Gmurczyk,093 078 327,Wa≥cz,plac Rataja 227,46382953054
785042930,Rozalia,Cacko,557 575 907,KÍtrzyn,ulica Skoúna 147,61102262078
878191141,Dariusz,Misior,784 265 553,LubartÛw,plac Stolarska 328,97706885605
894630674,Aurelia,Oleszko,555 184 033,Lubliniec,plac Borowa 659,58507946911
717099694,Nikodem,Noculak,489 111 665,Tarnobrzeg,ul. Cegielniana 287,79427877828
880186379,Anna Maria,Trepka,116 152 671,Wo≥omin,pl. Pocztowa 54/26,19779001559
578592098,Dariusz,Kohnke,274 041 076,ZambrÛw,aleja Wojska Polskiego 356,22298761456
818099908,Nicole,Rychel,516 025 081,PoznaÒ,aleja Poprzeczna 45/44,12374572178
807470721,Marcin,Z≥otek,949 361 693,Wroc≥aw,ul. PÛ≥nocna 90/91,77809490345
734335180,Nataniel,GÍgotek,225 868 952,P≥ock,aleja Reymonta 52,60695534937
700051964,Iwo,Dietrich,426 411 301,ToruÒ,aleja Wilcza 78/75,47197424437
160848078,Bruno,Becker,604 940 727,Cieszyn,al. CzÍstochowska 99,34208539209
292260980,RÛøa,Wojnicz,218 183 145,DzierøoniÛw,al. Liliowa 491,11527128148
534888135,Andrzej,Janiga,373 227 981,Gorlice,ul. Spacerowa 06/30,67155210196
197883202,Kazimierz,Ziegler,265 700 274,Warszawa,ulica Wieniawskiego 69,17454087055
426135048,Rozalia,Trzcionka,154 842 517,Pabianice,ulica Rumiankowa 575,43093664542
919769768,Stefan,Karpiak,269 439 361,MyszkÛw,ulica Rumiankowa 091,18092030715
926133065,Tomasz,Juúkiewicz,906 255 190,Skierniewice,al. Wiπzowa 512,18260993552
334902006,Angelika,Bazela,737 130 727,Sochaczew,ul. Kwiatowa 357,75760615805
434046750,RÛøa,Szylar,590 901 420,GdaÒsk,pl. Pomorska 569,74659126337
529812622,Andrzej,Pierzak,326 771 318,Wejherowo,pl. Jaworowa 86,90846902475
989355887,Kazimierz,Wojtyú,309 437 582,DÍbica,pl. Ja≥owcowa 379,94643350450
746397263,Szymon,Mydlarz,100 706 950,PoznaÒ,pl. Liliowa 185,61112024220
891870265,Nikodem,Pela,715 172 662,GorzÛw Wielkopolski,aleja Wojska Polskiego 97,13386014115
158533854,Franciszek,Karpik,085 776 226,Brodnica,plac Wiúniowa 46,35212642047
511462191,Justyna,Rajchel,298 299 371,Szczecinek,al. Norwida 63/54,52503996941
731065763,Szymon,Pude≥ek,313 489 938,PruszkÛw,ulica Konarskiego 477,90212309124
256436213,Rafa≥,Waniek,475 406 206,GoleniÛw,pl. Swierkowa 64/29,43609796776
476264179,Patryk,Kuziora,294 384 102,GoleniÛw,ul. Jana 07,66795808166
653769664,Maksymilian,Koziatek,710 210 358,DzierøoniÛw,plac Sawickiej 30,61846511453
404521764,Monika,Biernacik,931 242 166,Koúcierzyna,ul. Wiatraczna 55/92,36661850270
292997943,Miko≥aj,Fudalej,625 767 273,Grudziπdz,ul. Stycznia 886,63379849759
528041544,Apolonia,Feret,828 764 093,Bydgoszcz,al. Mazowiecka 22/73,38781708113
806882327,Wiktor,Mateusiak,734 283 864,Sandomierz,pl. Srebrna 92/46,23725437242
463705810,Igor,Daraø,635 457 546,Koúcierzyna,ul. Browarna 790,99829813968
552505686,Leon,Granat,400 121 575,Szczecin,ul. Letnia 56/29,74936013874
657804259,Olga,Wojtarowicz,472 116 746,Gliwice,pl. D≥uga 22/60,27292489717
652873524,Karina,Bernard,426 718 663,Tczew,pl. Ludowa 827,91528726792
118680413,Liwia,Margas,936 221 060,Zawiercie,ulica G≥owackiego 653,36843130213
167081924,Blanka,Grotek,523 773 677,JastrzÍbie-ZdrÛj,al. OkrÍøna 739,61492276084
858173892,Adrianna,Pachuta,162 460 832,Pszczyna,al. Agrestowa 531,19823305120
635657425,Leonard,Walus,452 086 836,PoznaÒ,ulica Wodna 78,61565230072
623960793,Adrianna,Albin,916 365 823,Zgierz,al. Szafirowa 92,14912642244
556676349,Julianna,Zuziak,071 003 553,Øory,al. Jesionowa 97/55,21872371479
584909539,Albert,Perka,763 941 494,OúwiÍcim,ulica Straøacka 35/23,13489887610
392948452,Marek,Dyczko,654 760 139,Siemianowice ålπskie,plac Jeøynowa 140,69170313148
783322472,Ida,Skotarek,709 420 270,Konin,al. Dπbrowskiej 656,84458009769
508808461,Przemys≥aw,Czerepak,430 996 461,Kielce,pl. Sosnowa 334,39297603585
344687684,Franciszek,Drej,062 571 894,Suwa≥ki,aleja Wypoczynkowa 669,58479570403
